month,agent,pw_i,pc_i,vi,ci_hat,T_zi,zr,P,si,r
174,14,1.0,0.44,3637.300016367365,5548.5238817901045,0.0,0.0,147.98654657675135,11271.439879488744,0.03521051987878136
175,14,1.0,0.48,3639.371573316993,7514.2932529924965,0.0,0.0,148.05895880487608,11057.941018800577,0.03521051987878136
176,14,1.0,0.5,3639.4952958537997,8688.382229057597,0.0,0.0,148.07631574921396,10473.121117738332,0.03521051987878136
177,14,1.0,0.48,3639.3637802151975,9667.496416373846,0.0,0.0,148.0437851078116,9903.34668525273,0.03521051987878136
178,14,0.0,0.44,3620.5859451476845,9903.34668525273,0.0,0.0,146.76205423167482,9304.665815883,0.03521051987878136
179,14,1.0,0.4,3610.7246067405135,8588.922291584306,0.0,0.0,145.27052727528698,8121.8774874125,0.03521051987878136
180,14,1.0,0.38,3574.2935088263844,6381.47516868125,0.0,0.0,142.70561606433506,9304.079022865084,0.03521051987878136
181,14,1.0,0.4,3568.658072514085,6202.719348576724,0.0,0.0,140.92377869832316,11227.496084278497,0.03521051987878136
182,14,1.0,0.38,3540.544384791342,6881.368567783596,0.0,0.0,138.6955605978515,11278.320196210443,0.03521051987878136
183,14,1.0,0.36,3521.647541388319,7518.880130806963,0.0,0.0,138.2518614699444,11979.396966048167,0.03521051987878136
184,14,1.0,0.34,3520.6128829299173,7342.211043706941,0.0,0.0,137.18376567991328,12814.205639505108,0.03521051987878136
185,14,0.0,0.36,3511.5674805702947,7207.990672221623,0.0,0.0,136.95602021525258,14240.812094040832,0.03521051987878136
186,14,1.0,0.34,3511.3733406417964,7336.1759272331565,0.0,0.0,136.6512141641838,12318.750094400893,0.03521051987878136
187,14,0.0,0.3,3509.440432515031,6929.296928100503,0.0,0.0,136.4558999903151,13248.0081157495,0.03521051987878136
188,14,0.0,0.28,3508.80088979168,6824.731453567925,0.0,0.0,136.36811876414288,13241.2023812722,0.03521051987878136
189,14,1.0,0.3,3509.0593147416475,5674.801020545227,0.0,0.0,137.1404666431249,13203.933118850617,0.03521051987878136
190,14,1.0,0.34,3522.2018127980214,5134.8628795530185,0.0,0.0,137.96177049375538,15351.687243798922,0.03521051987878136
191,14,1.0,0.4,3523.309925456518,6579.294533056681,0.0,0.0,138.09662187260446,15804.546225970162,0.03521051987878136
192,14,1.0,0.34,3531.948398202464,8141.73593459069,0.0,0.0,138.28764365303792,24475.37862451593,0.03521051987878136
193,14,1.0,0.4,3532.7745377300585,0.0,0.0,0.0,139.2355202472484,32556.20882185246,0.03521051987878136
194,14,1.0,0.44,3533.1120969592325,0.0,0.0,0.0,139.30167633657155,25012.386941744495,0.03521051987878136
195,14,1.0,0.4,3540.694098116102,16674.924627829663,0.0,0.0,140.0284176495169,18991.956529634095,0.03521051987878136
196,14,1.0,0.38,3541.321033298907,14922.25155899822,0.0,0.0,140.29413736917158,16248.606169988607,0.03521051987878136
197,14,1.0,0.34,3536.4676694803097,10832.40411332574,0.0,0.0,139.90330141493305,15627.215415179924,0.03521051987878136
198,14,1.0,0.3,3533.9022919359136,9577.970738336082,0.0,0.0,139.84816695384572,16269.879619764359,0.03521051987878136
199,14,1.0,0.34,3535.6805995205373,8381.453137454368,0.0,0.0,139.87377988559797,16801.08388750288,0.03521051987878136
200,14,1.0,0.4,3537.895805715777,7200.464523215518,0.0,0.0,140.53716830631973,16835.083463561634,0.03521051987878136
201,14,1.0,0.38,3541.6513054236934,8672.618753955996,0.0,0.0,140.86100894595742,14879.000188647275,0.03521051987878136
202,14,0.0,0.36,3552.923269306514,9919.333459098183,0.0,0.0,140.88903533290275,14736.283819074555,0.03521051987878136
203,14,0.0,0.34,3553.038131457005,9031.91588911021,0.0,0.0,141.28164978989568,13185.240956321308,0.03521051987878136
204,14,1.0,0.3,3570.9781187600524,7416.698037930735,0.0,0.0,142.87502846607143,12604.839343579348,0.03521051987878136
205,14,1.0,0.28,3571.4651598831856,6493.402086086331,0.0,0.0,143.06304109397175,14800.999449723415,0.03521051987878136
206,14,1.0,0.3,3572.832904970448,6343.285478452891,0.0,0.0,143.88815999380154,23926.460912033017,0.03521051987878136
207,14,0.0,0.34,3580.701663897518,0.0,0.0,0.0,144.73773280076506,23323.389914426145,0.03521051987878136
208,14,1.0,0.4,3584.4015341995523,9995.738534754062,0.0,0.0,144.75264401203324,19279.809127774337,0.03521051987878136
209,14,0.0,0.44,3593.323199795425,9932.022884004962,0.0,0.0,145.1218323082136,16719.685492856835,0.03521051987878136
210,14,1.0,0.4,3611.907702401625,11146.456995237892,0.0,0.0,145.51910821666098,12916.077045748545,0.03521051987878136
211,14,1.0,0.34,3625.2794995618383,10148.346250231,0.0,0.0,146.80670519793654,22534.79381929234,0.03521051987878136
212,14,1.0,0.4,3626.197826361212,0.0,0.0,0.0,147.16969496896195,20532.25514088368,0.03521051987878136
213,14,0.0,0.38,3624.9688649666223,10577.222345303713,0.0,0.0,147.08721557725679,17694.27513987782,0.03521051987878136
214,14,1.0,0.4,3624.186156373635,11796.183426585214,0.0,0.0,146.7949908224621,14813.370051880276,0.03521051987878136
215,14,1.0,0.44,3637.6937870243914,9079.162289862106,0.0,0.0,147.56947937932063,14349.120343695862,0.03521051987878136
216,14,1.0,0.4,3649.622566307873,9566.080229130575,0.0,0.0,147.7226759798738,13024.804685638845,0.03521051987878136
217,14,1.0,0.38,3652.112048386178,10233.775110144807,0.0,0.0,147.8708758008026,13008.022371301986,0.03521051987878136
218,14,0.0,0.4,3657.806841181275,8672.014914201323,0.0,0.0,148.34754824644943,13912.073749807827,0.03521051987878136
219,14,1.0,0.38,3659.7751024692902,8526.754878914475,0.0,0.0,148.47657359911273,12071.594100220129,0.03521051987878136
220,14,1.0,0.4,3669.9162552779835,8047.729400146753,0.0,0.0,149.43417968579124,13414.197507342073,0.03521051987878136
221,14,1.0,0.38,3674.3137204450654,8221.604923854818,0.0,0.0,150.23826852657137,13632.764581059613,0.03521051987878136
222,14,1.0,0.4,3675.8360917743416,9088.509720706408,0.0,0.0,150.4129707222018,14211.672456486713,0.03521051987878136
223,14,1.0,0.38,3681.019324598622,8710.379892685405,0.0,0.0,150.98888127700727,13471.007023749173,0.03521051987878136
224,14,1.0,0.36,3679.9725847227364,8980.671349166116,0.0,0.0,150.95707526491387,14330.806946322971,0.03521051987878136
225,14,1.0,0.34,3679.127297384226,8783.397805810853,0.0,0.0,150.78024054853168,15008.317559496887,0.03521051987878136
226,14,1.0,0.36,3675.1893216992503,8442.178627216997,0.0,0.0,150.48470850046115,15730.823537136666,0.03521051987878136
227,14,1.0,0.4,3676.5188688372878,8103.757579737072,0.0,0.0,150.49375025644395,16105.684159740678,0.03521051987878136
228,14,1.0,0.44,3685.5705989781486,9059.44733985413,0.0,0.0,150.61956983513917,15046.706914735649,0.03521051987878136
229,14,0.0,0.48,3696.3639556315406,10031.1379431571,0.0,0.0,150.68499166077362,13307.441041526068,0.03521051987878136
230,14,1.0,0.44,3700.130756805815,10455.846532627624,0.0,0.0,150.7724478879015,9850.71083853307,0.03521051987878136
231,14,1.0,0.4,3701.889775734927,9092.963850953603,0.0,0.0,150.94228176873526,10873.240692983054,0.03521051987878136
232,14,1.0,0.38,3702.051121356718,8543.260544486686,0.0,0.0,151.2190082784669,12302.455574775453,0.03521051987878136
233,14,1.0,0.4,3702.4542135732445,8201.637049850302,0.0,0.0,151.33144946105344,13748.287308532137,0.03521051987878136
234,14,1.0,0.44,3703.5620268449265,8426.369640713245,0.0,0.0,151.42504481948978,13695.926854525056,0.03521051987878136
235,14,1.0,0.4,3702.7867907330033,9130.617903016704,0.0,0.0,151.40084554800234,13300.832215941828,0.03521051987878136
236,14,0.0,0.44,3702.9669451510094,10450.653883954292,0.0,0.0,151.4179045183014,13369.511453105073,0.03521051987878136
237,14,1.0,0.4,3703.220247438584,8913.007635403383,0.0,0.0,151.4739851594521,10814.217821105585,0.03521051987878136
238,14,1.0,0.38,3703.7347158842404,8496.885430868673,0.0,0.0,151.5430385807356,11805.47295102826,0.03521051987878136
239,14,1.0,0.4,3704.984713338513,7870.315300685506,0.0,0.0,151.79968411922385,13544.89764889824,0.03521051987878136
240,14,1.0,0.44,3724.3884375161992,8301.711462227955,0.0,0.0,153.16206310194352,13447.792655507988,0.03521051987878136
1,15,0.85,0.43,3705.319645177355,0.0,0.0,0.0,136.06683050951844,0.0,
2,15,0.9,0.4,3670.058777680608,0.0,0.0,0.0,133.93967591809306,3764.685857012739,
3,15,1.0,0.44,3625.070703199666,5647.028785519107,0.0,0.0,133.03404255504137,4796.487981560305,
4,15,1.0,0.5,3616.6595601025415,4796.487981560305,0.0,0.0,130.60132540144969,7422.911038794281,
5,15,1.0,0.54,3595.2848706259238,5832.287244766935,0.0,0.0,126.97730370822292,7729.419658965184,
6,15,1.0,0.6,3564.355157070921,7729.419658965184,0.0,0.0,126.32425173600046,7332.714214338654,
7,15,1.0,0.56,3512.410859595195,8607.968860310595,0.0,0.0,123.61496337808495,5699.059139426865,
8,15,0.0,0.56,3504.2109677390445,8548.588709140296,0.0,0.0,122.35126248693574,5962.430804582007,
9,15,0.0,0.5,3464.9818183046827,7588.548296740737,0.0,0.0,119.48385283798243,4696.863602289845,
10,15,1.0,0.44,3462.4122262540513,5977.826402914349,0.0,0.0,118.56054950311385,4401.697863715659,
11,15,1.0,0.5,3459.69119239565,4401.697863715659,0.0,0.0,117.18335819588916,6680.827667368668,
12,15,1.0,0.54,3454.2053794174285,5249.22173864681,0.0,0.0,116.46032344237892,7252.9958322268685,
13,15,0.0,0.54,3448.5535837591747,7252.9958322268685,0.0,0.0,115.98775277403197,6920.366418423664,0.03
14,15,1.0,0.5,3450.431951196904,7887.289712850947,0.0,0.0,116.15077967533907,5119.496106025394,0.03
15,15,1.0,0.48,3468.7025192189717,6009.843254899375,0.0,0.0,116.56658824146663,6375.419573837954,0.03
16,15,1.0,0.5,3480.558552235988,6375.419573837954,0.0,0.0,117.52293403170022,7445.534873461501,0.03
17,15,1.0,0.48,3482.3242931467107,6872.801421656769,0.0,0.0,119.17104144681873,7740.234175063375,0.03
18,15,1.0,0.46,3491.1490254366013,7740.234175063375,0.0,0.0,119.38890113607714,8168.710855279693,0.03
19,15,1.0,0.44,3510.2705425767213,7540.348481796638,0.0,0.0,120.49699232477916,8795.73887017405,0.03
20,15,1.0,0.44,3522.97368168956,7492.666444963078,0.0,0.0,121.08869595648348,9846.31696305059,0.03
21,15,1.0,0.46,3540.708077131091,7736.391899539751,0.0,0.0,121.84016184469417,10322.715160888314,0.03
22,15,1.0,0.5,3541.955643684418,8110.7047692693895,0.0,0.0,122.02576686528911,19268.58622010837,0.03
23,15,0.0,0.6,3546.425341449509,0.0,0.0,0.0,123.55450840123083,13880.909822356414,0.03
24,15,1.0,0.54,3573.2531574650125,13880.909822356414,0.0,0.0,125.69403037024743,7735.663118644432,0.03
25,15,1.0,0.5,3590.2331355637316,11603.494677966646,0.0,0.0,126.47454159079658,7860.921351509627,0.03
26,15,1.0,0.48,3591.4292846276667,8959.260299314477,0.0,0.0,128.57890425847802,8068.822702977433,0.03
27,15,1.0,0.5,3622.884712371084,8068.822702977433,0.0,0.0,129.9401767538174,8913.167267111605,0.03
28,15,0.0,0.48,3663.8018335667807,8227.539015795328,0.0,0.0,131.55212477654297,8629.378206508787,0.03
29,15,1.0,0.44,3666.979370510814,8629.378206508787,0.0,0.0,133.0690514958096,7028.193010221342,0.03
30,15,1.0,0.5,3683.654745193132,6487.562778665854,0.0,0.0,134.90964580507386,8995.282044532105,0.03
31,15,0.0,0.54,3724.241011665121,7067.721606418083,0.0,0.0,137.11669302748766,8739.63833052564,0.03
32,15,1.0,0.5,3745.595811541086,8739.63833052564,0.0,0.0,138.71109245200572,14733.215466874797,0.03
33,15,0.0,0.6,3762.5992574394672,0.0,0.0,0.0,139.78053226010712,11534.53366884937,0.03
34,15,1.0,0.54,3774.4211730462553,11534.53366884937,0.0,0.0,141.37939633663711,6870.884351986946,0.03
35,15,1.0,0.5,3788.0265891306462,10306.326527980416,0.0,0.0,142.8809679215779,6833.282211554409,0.03
36,15,1.0,0.48,3804.7282566525323,8021.679117911698,0.0,0.0,143.13181147188888,7963.879353062388,0.03
37,15,0.0,0.5,3804.9955271084846,7963.879353062388,0.0,0.0,144.0733471263935,9093.216366488417,0.03521051987878136
38,15,1.0,0.4,3812.603924935146,8393.738184450845,0.0,0.0,145.36601474692117,15330.08186347281,0.03521051987878136
39,15,1.0,0.5,3817.566750142051,0.0,0.0,0.0,145.82593038804887,14897.330283855976,0.03521051987878136
40,15,0.0,0.48,3819.0978761694982,9931.553522570652,0.0,0.0,145.9135559405643,11844.360559593904,0.03521051987878136
41,15,1.0,0.44,3817.499779468878,11844.360559593904,0.0,0.0,145.88423456836307,9415.106457886228,0.03521051987878136
42,15,1.0,0.4,3823.6003284219346,8690.867499587286,0.0,0.0,146.26742158956105,10243.649149586126,0.03521051987878136
43,15,1.0,0.38,3823.211198746461,8048.581474674814,0.0,0.0,146.23088556013056,11664.486160396133,0.03521051987878136
44,15,1.0,0.4,3816.6256695453753,7776.324106930755,0.0,0.0,145.78862688675238,12447.336483364612,0.03521051987878136
45,15,1.0,0.44,3815.6774570504126,7629.012683352504,0.0,0.0,145.66568058837248,12634.113520983938,0.03521051987878136
46,15,0.0,0.5,3817.526987165684,8422.742347322626,0.0,0.0,145.69643683662684,11901.24152743132,0.03521051987878136
47,15,1.0,0.44,3815.0214236072306,9350.975485838895,0.0,0.0,145.3170940653685,8823.465743899156,0.03521051987878136
48,15,1.0,0.4,3814.6700330370563,8823.465743899156,0.0,0.0,144.9036556365098,9804.696291358014,0.03521051987878136
49,15,1.0,0.44,3806.9926065337827,7703.689943209868,0.0,0.0,144.76560414320002,11575.73229310631,0.03521051987878136
50,15,1.0,0.5,3806.0687076384997,7454.671985920814,0.0,0.0,144.54365576417626,10950.19846762842,0.03521051987878136
51,15,0.0,0.54,3809.068070124813,8603.727367422329,0.0,0.0,144.74188047020115,9622.292438715478,0.03521051987878136
52,15,0.0,0.5,3813.48146358639,9622.292438715478,0.0,0.0,144.7646915551678,6959.5517739135075,0.03521051987878136
53,15,1.0,0.44,3813.5520453546155,8169.9086041593355,0.0,0.0,144.9987863454564,6224.422944993556,0.03521051987878136
54,15,1.0,0.5,3810.364727292238,6224.422944993556,0.0,0.0,144.90027377246963,8389.567940634453,0.03521051987878136
55,15,1.0,0.54,3808.9222337169576,6591.803381927071,0.0,0.0,144.70975308131085,8608.973306341002,0.03521051987878136
56,15,0.0,0.56,3791.721463659342,8608.973306341002,0.0,0.0,144.69683707681756,7860.182742222736,0.03521051987878136
57,15,1.0,0.54,3791.403399515089,9227.171045217994,0.0,0.0,143.29309801128886,6092.769665097595,0.03521051987878136
58,15,0.0,0.5,3787.7863003667817,7754.434119215123,0.0,0.0,142.74998845895004,6374.833577137061,0.03521051987878136
59,15,1.0,0.44,3780.98606969756,7483.5002862043775,0.0,0.0,142.498766538896,5915.815477937106,0.03521051987878136
60,15,1.0,0.5,3777.7587301270632,5915.815477937106,0.0,0.0,142.4579394993473,8307.963134079266,0.03521051987878136
61,15,0.0,0.54,3777.481736384638,6527.68531963371,0.0,0.0,142.3774017386786,8141.561541786943,0.03521051987878136
62,15,1.0,0.5,3773.6120636591922,8141.561541786943,0.0,0.0,142.26550894425236,6080.839381765551,0.03521051987878136
63,15,1.0,0.48,3773.020421614959,7138.376665550864,0.0,0.0,142.19485246052741,6955.744487718139,0.03521051987878136
64,15,1.0,0.5,3772.252158936518,6955.744487718139,0.0,0.0,142.15203707261256,8454.24223796128,0.03521051987878136
65,15,1.0,0.54,3779.669673175958,7803.915911964257,0.0,0.0,142.48878261185075,8296.36308079032,0.03521051987878136
66,15,1.0,0.5,3769.310808495553,8296.36308079032,0.0,0.0,141.84573839011298,7760.901310472043,0.03521051987878136
67,15,0.0,0.48,3767.1076430626545,9110.623277510662,0.0,0.0,141.77309669476017,8188.756585386725,0.03521051987878136
68,15,0.0,0.5,3766.9511461553866,8188.756585386725,0.0,0.0,141.6599552370671,6858.001125661683,0.03521051987878136
69,15,0.0,0.48,3779.6984979469025,6330.46257753386,0.0,0.0,142.04351061178508,6008.384557649959,0.03521051987878136
70,15,0.0,0.44,3783.4981316093867,6008.384557649959,0.0,0.0,142.35308020797584,5628.806847498368,0.03521051987878136
71,15,1.0,0.4,3772.2820071316846,5195.821705383109,0.0,0.0,141.81048630211723,6102.384647682693,0.03521051987878136
72,15,1.0,0.44,3769.4905713893695,4794.730794607831,0.0,0.0,141.41778458231508,8821.168284123145,0.03521051987878136
73,15,0.0,0.5,3765.410545781789,5880.778856082097,0.0,0.0,141.1310128163365,9839.161910993476,0.03521051987878136
74,15,1.0,0.44,3765.0224668924116,7730.770072923446,0.0,0.0,140.96439630538663,7245.569281705701,0.03521051987878136
75,15,0.0,0.4,3761.509655379175,7245.569281705701,0.0,0.0,140.938464287533,8930.078979227568,0.03521051987878136
76,15,1.0,0.34,3757.8746734869896,7016.490626535947,0.0,0.0,140.93711550851575,8070.450150606763,0.03521051987878136
77,15,1.0,0.4,3754.913968632767,5380.300100404509,0.0,0.0,140.84938119462223,11134.697727226878,0.03521051987878136
78,15,1.0,0.44,3754.3792690034875,5736.056404935059,0.0,0.0,140.54630335264216,11798.93952664889,0.03521051987878136
79,15,1.0,0.5,3753.424242035299,7865.959684432593,0.0,0.0,139.72010532349762,11150.860494507493,0.03521051987878136
80,15,0.0,0.48,3742.126090134121,8761.390388541602,0.0,0.0,138.726559590819,9790.39067725669,0.03521051987878136
81,15,1.0,0.5,3737.8862380793666,9790.39067725669,0.0,0.0,138.5787141300929,7222.188260008267,0.03521051987878136
82,15,1.0,0.54,3733.316620391569,6666.6353169307085,0.0,0.0,137.94772303715172,7479.338839976644,0.03521051987878136
83,15,0.0,0.5,3732.142032519899,7479.338839976644,0.0,0.0,137.77924920938906,7122.072244057452,0.03521051987878136
84,15,1.0,0.6,3724.069191948799,8360.693503893532,0.0,0.0,136.77854737430835,5618.711083425422,0.03521051987878136
85,15,1.0,0.54,3721.6981203671107,5618.711083425422,0.0,0.0,136.01249053281282,5275.671493622195,0.03521051987878136
86,15,1.0,0.5,3713.603523917915,7913.507240433292,0.0,0.0,135.3137058610552,5917.211353408925,0.03521051987878136
87,15,1.0,0.52,3713.015550785445,6946.291588784391,0.0,0.0,134.4977377075073,6981.768179154658,0.03521051987878136
88,15,0.0,0.5,3711.85897759682,6981.768179154658,0.0,0.0,134.21740906906598,7070.750397142603,0.03521051987878136
89,15,1.0,0.44,3711.2066010027165,7659.979596904488,0.0,0.0,134.17138200165792,5895.843236002402,0.03521051987878136
90,15,1.0,0.5,3713.7010023243774,5895.843236002402,0.0,0.0,134.3768331731336,7783.04016044172,0.03521051987878136
91,15,1.0,0.44,3711.216836358194,6115.245840347066,0.0,0.0,134.21235104731568,8138.362465215016,0.03521051987878136
92,15,0.0,0.5,3705.8366997398343,8138.362465215016,0.0,0.0,133.98234728172991,8683.064002015739,0.03521051987878136
93,15,1.0,0.54,3703.3832866645116,6822.407430155223,0.0,0.0,133.9808354658899,7198.93849222033,0.03521051987878136
94,15,0.0,0.6,3704.103008164002,7198.93849222033,0.0,0.0,134.04486611084909,6572.9388333423,0.03521051987878136
95,15,1.0,0.54,3701.3080034138297,7716.058630445311,0.0,0.0,133.74356153273538,4758.528192674467,0.03521051987878136
96,15,1.0,0.5,3695.536360594879,7137.7922890117,0.0,0.0,132.7980596460988,5856.626836652531,0.03521051987878136
97,15,1.0,0.54,3688.4923190962577,6875.170634331233,0.0,0.0,132.30531288127187,7276.441160942819,0.03521051987878136
98,15,0.0,0.54,3688.4757166591694,7276.441160942819,0.0,0.0,132.30496676323048,7001.6787152383695,0.03521051987878136
99,15,1.0,0.48,3692.551522343209,8219.361970062433,0.0,0.0,132.68286226182954,5173.423385625174,0.03521051987878136
100,15,1.0,0.5,3695.8436799586057,6073.149191820858,0.0,0.0,133.42655496396657,7117.780428050686,0.03521051987878136
101,15,1.0,0.54,3695.852039112406,6570.258856662171,0.0,0.0,133.4284705671849,8045.603117688854,0.03521051987878136
102,15,1.0,0.6,3702.734489664445,8045.603117688854,0.0,0.0,133.59544867532574,7474.263197366317,0.03521051987878136
103,15,1.0,0.54,3701.8417037555555,8774.135057777852,0.0,0.0,133.58246125031468,6515.282532369381,0.03521051987878136
104,15,1.0,0.5,3698.994916137338,9772.92379855407,0.0,0.0,133.5026569521221,6626.8871518069645,0.03521051987878136
105,15,1.0,0.48,3701.678043235794,7779.389265164698,0.0,0.0,133.85182165801461,7552.163381209815,0.03521051987878136
106,15,1.0,0.5,3710.5993043038256,7552.163381209815,0.0,0.0,134.13625165336182,16009.600492360929,0.03521051987878136
107,15,1.0,0.6,3712.819223122296,0.0,0.0,0.0,134.55684352402682,12476.168497686227,0.03521051987878136
108,15,1.0,0.56,3718.3404162409624,12476.168497686227,0.0,0.0,134.59559336534312,8357.618289199525,0.03521051987878136
109,15,1.0,0.6,3727.1493194151585,12536.427433799285,0.0,0.0,135.00936546891978,7171.743760610851,0.03521051987878136
110,15,1.0,0.54,3723.4249408389255,9127.673877141086,0.0,0.0,134.83664997936506,6449.879755349062,0.03521051987878136
111,15,1.0,0.54,3715.123899658475,9674.819633023591,0.0,0.0,134.7928412951001,6945.32781340522,0.03521051987878136
112,15,1.0,0.5,3715.83991799657,8153.210911388738,0.0,0.0,134.840219971638,7078.22847600696,0.03521051987878136
113,15,0.0,0.48,3720.0304304915076,8309.224732703824,0.0,0.0,135.29034086781678,8043.5922320354,0.03521051987878136
114,15,1.0,0.5,3723.0615909028998,8043.5922320354,0.0,0.0,135.5978150523794,13284.38895510641,0.03521051987878136
115,15,1.0,0.6,3725.6111017113135,0.0,0.0,0.0,135.6531834228977,11013.961701070111,0.03521051987878136
116,15,1.0,0.64,3727.863470744967,11013.961701070111,0.0,0.0,135.74788200322925,7857.4862682938,0.03521051987878136
117,15,0.0,0.6,3735.160143910987,11786.229402440698,0.0,0.0,135.78109422120957,6081.702527961295,0.03521051987878136
118,15,1.0,0.5,3746.8301877122813,10811.915605264525,0.0,0.0,135.85558963171295,12223.87226688917,0.03521051987878136
119,15,1.0,0.54,3755.0748660245094,0.0,0.0,0.0,136.06497404083268,20623.28587360961,0.03521051987878136
120,15,1.0,0.6,3761.07162639531,0.0,0.0,0.0,136.11466699749622,13825.440756813834,0.03521051987878136
121,15,1.0,0.54,3770.718266085518,16229.86523625972,0.0,0.0,136.30207028361806,9034.596250338907,0.03521051987878136
122,15,1.0,0.5,3775.2998126791363,13551.894375508362,0.0,0.0,136.43652253693372,8103.424836812848,0.03521051987878136
123,15,0.0,0.48,3775.579288295346,9512.716112780303,0.0,0.0,136.46983902109253,8602.062844643153,0.03521051987878136
124,15,0.0,0.44,3775.9243985837047,8602.062844643153,0.0,0.0,136.5145335915899,7206.459657604386,0.03521051987878136
125,15,0.0,0.4,3772.446354009834,6652.116607019432,0.0,0.0,136.39182096376,6996.26047552527,0.03521051987878136
126,15,1.0,0.38,3774.7099985507753,5497.0618021984255,0.0,0.0,136.48356608071006,7237.779965964278,0.03521051987878136
127,15,1.0,0.44,3767.9611660738165,4825.186643976186,0.0,0.0,136.35276898278744,9816.094905245056,0.03521051987878136
128,15,1.0,0.5,3749.5176529590117,6016.31623224697,0.0,0.0,135.01241560979355,10407.605484144915,0.03521051987878136
129,15,1.0,0.48,3746.187118846512,8177.404308971006,0.0,0.0,134.57378498102878,9550.515938822733,0.03521051987878136
130,15,1.0,0.44,3753.2398318033593,9550.515938822733,0.0,0.0,134.86561857517148,9622.281393825882,0.03521051987878136
131,15,1.0,0.4,3767.9228564296836,8882.105901993122,0.0,0.0,135.55315415457954,10619.145862746862,0.03521051987878136
132,15,1.0,0.38,3770.7024600449477,8343.614606443962,0.0,0.0,136.03986682181358,12074.995134116776,0.03521051987878136
133,15,1.0,0.36,3793.5060414552568,8049.9967560778505,0.0,0.0,137.24199247418946,13122.857588657953,0.03521051987878136
134,15,1.0,0.34,3815.5226087061656,8043.041747887132,0.0,0.0,138.57635451149733,14073.595408095902,0.03521051987878136
135,15,0.0,0.36,3834.4130450452317,7916.397417053944,0.0,0.0,139.5105876487259,15388.428897083644,0.03521051987878136
136,15,1.0,0.34,3862.0398660876176,7927.372462133999,0.0,0.0,140.03008412854751,13326.511582718245,0.03521051987878136
137,15,1.0,0.36,3862.6795111765605,7496.162765279012,0.0,0.0,140.1818501284323,14638.809872034395,0.03521051987878136
138,15,1.0,0.3,3867.542566500036,7541.205085593477,0.0,0.0,140.4360873059914,23744.393559137243,0.03521051987878136
139,15,1.0,0.34,3875.8889903383697,0.0,0.0,0.0,140.79535994530923,23470.59427242038,0.03521051987878136
140,15,1.0,0.4,3887.083225036042,10058.826116751592,0.0,0.0,140.90145896548236,21363.218719639102,0.03521051987878136
141,15,0.0,0.44,3887.8033712476804,11005.294491935296,0.0,0.0,141.32918228429492,18439.803108247906,0.03521051987878136
142,15,0.0,0.5,3897.0001911251716,12293.202072165273,0.0,0.0,141.43140369693066,13643.170009649495,0.03521051987878136
143,15,1.0,0.44,3897.4618436086043,10719.633579010317,0.0,0.0,141.73320642156472,19706.158953659462,0.03521051987878136
144,15,1.0,0.5,3900.0885802546773,0.0,0.0,0.0,142.57723934973987,28936.127995886953,0.03521051987878136
145,15,1.0,0.6,3900.2416552178306,0.0,0.0,0.0,142.79356492264895,19276.173238789364,0.03521051987878136
146,15,1.0,0.56,3901.7624246873693,19276.173238789364,0.0,0.0,144.21662884387393,11620.971006380303,0.03521051987878136
147,15,1.0,0.6,3914.7867421281817,17431.45650957045,0.0,0.0,144.370523902357,20409.23620715146,0.03521051987878136
148,15,1.0,0.64,3937.2554780194055,0.0,0.0,0.0,144.98362841092887,11800.976205643707,0.03521051987878136
149,15,0.0,0.6,3939.86079108882,17701.464308465558,0.0,0.0,145.4032460634418,7566.343171039127,0.03521051987878136
150,15,1.0,0.54,3945.8117859448703,13451.276748514003,0.0,0.0,145.8346732196419,5515.719183251398,0.03521051987878136
151,15,1.0,0.5,3949.4531431689243,8273.578774877098,0.0,0.0,146.02606674274926,6754.357079238498,0.03521051987878136
152,15,1.0,0.52,3950.6522534675314,7929.027875627804,0.0,0.0,146.1224892137606,8123.068373478965,0.03521051987878136
153,15,1.0,0.54,3954.7418272971354,8123.068373478965,0.0,0.0,146.24219920305885,8403.663815073582,0.03521051987878136
154,15,1.0,0.56,3957.709094153737,9103.969132996379,0.0,0.0,146.88023919840901,8176.917263235235,0.03521051987878136
155,15,1.0,0.54,3960.5151879963396,9598.989830754406,0.0,0.0,147.74678529580547,7535.616273765669,0.03521051987878136
156,15,1.0,0.5,3959.2102560823346,9590.784348429037,0.0,0.0,147.62714048745173,7628.921200749475,0.03521051987878136
157,15,1.0,0.48,3959.4770337795926,8955.690105227644,0.0,0.0,147.6387329090543,8485.701129135454,0.03521051987878136
158,15,1.0,0.44,3957.6838227059993,8485.701129135454,0.0,0.0,147.57977257496975,9384.174184994725,0.03521051987878136
159,15,1.0,0.5,3957.045676188179,8662.314632302823,0.0,0.0,147.41079180912618,9967.658069983498,0.03521051987878136
160,15,1.0,0.54,3958.118867008539,7831.731340701319,0.0,0.0,147.53078767042786,9765.86197895172,0.03521051987878136
161,15,1.0,0.6,3961.652228929536,9765.86197895172,0.0,0.0,148.06264232947507,8634.428883814262,0.03521051987878136
162,15,1.0,0.56,3965.518035459352,10136.068689695005,0.0,0.0,148.29228970336223,7500.634577838144,0.03521051987878136
163,15,0.0,0.54,3978.9291808063494,11250.951866757216,0.0,0.0,148.82096405134251,7195.430441303186,0.03521051987878136
164,15,0.0,0.5,3972.622496443827,9157.820561658602,0.0,0.0,148.69405199772098,5835.759935906383,0.03521051987878136
